Stop_Code,Stop_Name,Location_Easting,Location_Northing,Road_Name,Borough,Borough_ID,Suggested_Locality,Locality_ID
11005,All Saints Church,549204,178235,Nuxley Road,Bexley,18,Belvedere,66
18103,Lenham Road,548545,177658,Bedonwell Road,Bexley,18,Belvedere,66
19911,Shinglewell Road,549116,177558,Parsonage Manorway,Bexley,18,Belvedere,66
15903,Trinity School,550176,178447,Erith Road,Bexley,18,Belvedere,66
15507,Victoria Street,548945,178200,Albert Road,Bexley,18,Belvedere,66
14604,Albert Road / Nuxley Road,549001,178023,Albert Road,Bexley,18,Belvedere,66
21006,Boss Street,533614,179839,Tooley Street,Southwark,8,Bermondsey,22
14111,Spa Road,533647,179074,Grange Road,Southwark,8,Bermondsey,22
19410,Bermondsey Station <>,534378,179457,Jamaica Road,Southwark,8,Bermondsey,22
14803,Reverdy Road,534116,178849,Southwark Park Road,Southwark,8,Bermondsey,22
17106,Longfield Estate,533790,178858,Dunton Road,Southwark,8,Bermondsey,22
11704,Southwark Park Road / St James'S Road,534373,178821,Southwark Park Road,Southwark,8,Bermondsey,22
17107,St James'S Road / Southwark Park Road,534409,178762,St James'S Road,Southwark,8,Bermondsey,22
11611,Dockhead,533929,179627,Jamaica Road,Southwark,8,Bermondsey,22
17003,Sheppard Drive,534757,178302,Rotherhithe New Road,Southwark,8,Bermondsey,22
14600,Kirby Estate,534728,179463,Southwark Park Road,Southwark,8,Bermondsey,22
17310,Maltby Street,533713,179412,Abbey Street,Southwark,8,Bermondsey,22
18702,Electric Parade,517574,167184,Balaclava Road,Kingston upon Thames,23,Berrylands,189
18811,St Mary'S Road,517204,166780,Effingham Road,,,Berrylands,189
19904,Mountcombe Close,518127,166851,Upper Brighton Road,Kingston upon Thames,23,Berrylands,189
14801,Claremont Road / Surbiton Station #,518064,167441,Claremont Road,Kingston upon Thames,23,Berrylands,189
11601,Regent Road,518890,167695,Surbiton Hill Park,Kingston upon Thames,23,Berrylands,189
15107,St Mark'S Church,518342,167584,St Mark'S Hill,Kingston upon Thames,23,Berrylands,189
16509,Surbiton Station #,518135,167416,St Mark'S Hill,Kingston upon Thames,23,Berrylands,189
13310,Burney Avenue,518617,167892,Villiers Avenue,Kingston upon Thames,23,Berrylands,189
11708,Maplehurst Close,518139,168146,Surbiton Road,Kingston upon Thames,23,Berrylands,189
18700,Fakruddin Street,534383,182176,Vallance Road,Tower Hamlets,5,Bethnal Green,402
20111,Blendon / Penhill Road,547259,174225,Blackfen Road,Bexley,18,Bexley,217
15103,Vicarage Road,549818,173224,Vicarage Road,Bexley,18,Bexley,217
11107,The Anchor,548332,173965,Bridgen Road,Bexley,18,Bexley,217
15807,Riverdale Road,548537,173887,Bridgen Road,Bexley,18,Bexley,217
19912,Lyndhurst Road,549755,176017,Erith Road,Bexley,18,Bexleyheath,242
19403,Long Lane,549691,175823,Erith Road,Bexley,18,Bexleyheath,242
18205,Upton Road,548212,175423,Bexleyheath Broadway,Bexley,18,Bexleyheath,242
18605,Bexleyheath / Highland Road,549479,175171,Bexleyheath Broadway,Bexley,18,Bexleyheath,242
10606,Pickford Lane / Bowford Avenue,548345,176565,Pickford Lane,Bexley,18,Bexleyheath,242
16413,Mayplace Rd West / Bexleyheath Clock Twr,549339,175287,Mayplace Road West,Bexley,18,Bexleyheath,242
17312,Pelham Road,549210,175537,Woolwich Road,Bexley,18,Bexleyheath,242
15900,Garden Avenue,549284,175825,Woolwich Road,Bexley,18,Bexleyheath,242
18612,Long Lane / Woolwich Road,549381,176121,Long Lane,Bexley,18,Bexleyheath,242
15811,Mayplace Road East / Pinnacle Hill,549812,175555,Mayplace Road East,Bexley,18,Bexleyheath,242
10110,Erith Road,549715,175520,Mayplace Road East,Bexley,18,Bexleyheath,242
13204,Arbuthnot Lane,548483,174272,Arbuthnot Lane,Bexley,18,Bexleyheath,242
15509,Townley Grammar School,548820,174645,Townley Road,Bexley,18,Bexleyheath,242
17204,Latham Road,548985,174869,Townley Road,Bexley,18,Bexleyheath,242
18801,Bexleyheath Library,549051,175162,Townley Road,Bexley,18,Bexleyheath,242
14810,Tower Road,549504,175400,Mayplace Road West,Bexley,18,Bexleyheath,242
20100,Friswell Place,549154,175317,Friswell Place Bus Stand,Bexley,18,Bexleyheath,242
21011,Albion Road,548927,175166,Albion Road,Bexley,18,Bexleyheath,242
10702,Blackbrook Lane,542903,168988,Bickley Park Road,Bromley,19,Bickley,160
13205,Southborough Road / Bickley Station #,542359,168923,Bickley Park Road,Bromley,19,Bickley,160
15908,St George'S Road,542667,168666,Hawthorne Road,Bromley,19,Bickley,160
15904,Hawthorne Road,542357,168641,Southlands Grove,Bromley,19,Bickley,160
10712,Baytree Close,541490,169805,Orchard Road,Bromley,19,Bickley,160
16403,Hill Brow,541766,169870,Sundridge Avenue,Bromley,19,Bickley,160
19611,Aperfield Road,542569,158450,Main Road,Bromley,19,Biggin Hill,47
14808,St Winifred'S Road,542675,158408,Main Road,Bromley,19,Biggin Hill,47
17000,Stock Hill,541489,158995,Sunningvale Avenue,Bromley,19,Biggin Hill,47
18805,Rosehill Road,541432,158727,Sunningvale Avenue,Bromley,19,Biggin Hill,47
13613,Birkbeck Station # >T<,535280,169139,Elmers End Road,Bromley,19,Birkbeck,267
19606,Ash Grove,535159,169311,Elmers End Road,Bromley,19,Birkbeck,267
10102,Felmingham Road,535119,169128,Marlow Road,Bromley,19,Birkbeck,267
11609,Hollies Avenue,545639,173104,Halfway Street,Bexley,18,Blackfen Lamorbey,109
13203,Corbylands Road,545254,173260,Halfway Street,Bexley,18,Blackfen Lamorbey,109
12507,Queenswood Road,545617,174602,Blackfen Road,Bexley,18,Blackfen Lamorbey,109
17209,Annandale Road,545764,173502,Willersley Avenue,Bexley,18,Blackfen Lamorbey,109
17700,Sycamore Avenue,546032,174543,Blackfen Road,Bexley,18,Blackfen Lamorbey,109
11101,Oaklands Avenue,545933,173664,Willersley Avenue,Bexley,18,Blackfen Lamorbey,109
17407,Blackfen Road / Westwood Lane,546308,174491,Blackfen Road,Bexley,18,Blackfen Lamorbey,109
11007,Blackheath Station #,539652,175980,Blackheath Village,Lewisham,7,Blackheath,246
19608,Priory Park,539723,175552,Lee Road,Greenwich,6,Blackheath,246
19913,Blackheath Hospital,539461,175765,Lee Terrace,Lewisham,7,Blackheath,246
19400,Royal Parade,539545,176211,Royal Parade,Lewisham,7,Blackheath,246
16412,Hoe Street / The Bell,537501,189763,Forest Road,Waltham Forest,13,Blackhorse Road,376
15105,Wolsey Avenue,536825,189746,Forest Road,Waltham Forest,13,Blackhorse Road,376
14612,Crooked Billet Roundabout,537503,190816,Chingford Road,Waltham Forest,13,Blackhorse Road,376
15110,Cazenove Road,537540,190509,Chingford Road,Waltham Forest,13,Blackhorse Road,376
12505,Forest Road / Bell Corner,537445,189836,Chingford Road,Waltham Forest,13,Blackhorse Road,376
10711,Jewel Road,537244,189595,Hoe Street,Waltham Forest,13,Blackhorse Road,376
18608,Grove Road,537487,188457,Hoe Street,Waltham Forest,13,Blackhorse Road,376
10613,Hoe Street,537408,189229,Church Hill,Waltham Forest,13,Blackhorse Road,376
15102,Renness Road,536531,189676,Higham Hill Road,Waltham Forest,13,Blackhorse Road,376
18213,Carisbrooke Road,536437,188911,Mission Grove,Waltham Forest,13,Blackhorse Road,376
19907,Walthamstow Central Station <> #,537403,188980,Hoe Street,Waltham Forest,13,Blackhorse Road,376
17104,Walthamstow Bus Station,537277,189052,Walthamstow Central Bus Station,Waltham Forest,13,Blackhorse Road,376
17302,Walthamstow Bus Station <> #,537244,189095,Walthamstow Central Bus Station,Waltham Forest,13,Blackhorse Road,376
17006,Blackwall Tunnel / East India Dock Road,538381,181015,Blackwall Tunnel Northern Approach,Tower Hamlets,5,Blackwall,399
18804,Blackwall Tunnel,538330,181044,East India Dock Road,Tower Hamlets,5,Blackwall,399
13309,Blackwall Station [Dlr],538413,180691,Blackwall Dlr Station Forecourt,Tower Hamlets,5,Blackwall,399
11703,Southwark Bridge Road,532325,180146,Southwark Street,Southwark,8,Borough,360
18100,Union Street,532512,179888,Borough High Street,Southwark,8,Borough,360
14112,The Hop Exchange,532553,180151,Southwark Street,Southwark,8,Borough,360
13608,Lavington Street,532108,180204,Southwark Street,Southwark,8,Borough,360
14611,Blackfriars Road,531703,180370,Southwark Street,Southwark,8,Borough,360
18110,Stamford Street,531640,180330,Blackfriars Road,Southwark,8,Borough,360
15806,Southwark Street,532271,180121,Southwark Bridge Road,Southwark,8,Borough,360
19610,London Bridge Station <> #,532833,180183,London Bridge Street,Southwark,8,Borough,360
11002,Boston Manor Road,517121,177901,Great West Road,Hounslow,25,Boston Manor,201
13206,The Musical Museum,518622,177897,Brentford High Street,Hounslow,25,Boston Manor,201
17308,Watermans Centre,518303,177742,Brentford High Street,Hounslow,25,Boston Manor,201
21003,Half Acre,517637,177564,Half Acre,Hounslow,25,Boston Manor,201
14809,Brentford Station #,517286,177899,Boston Manor Road,Hounslow,25,Boston Manor,201
15810,Challis Road,517808,178403,Ealing Road,Hounslow,25,Boston Manor,201
16400,Bounds Green Station <>,530034,191581,Brownlow Road,Haringey,31,Bounds Green,309
15113,Tottenhall Road,530988,191974,Green Lanes,Enfield,32,Bounds Green,309
11612,Woodfield Way,529845,191303,Durnsford Road,Haringey,31,Bounds Green,309
17306,Roman Road Market,536909,183638,Parnell Road,Tower Hamlets,5,Bow,404
19803,Tredegar Road,537171,183360,Fairfield Road,Tower Hamlets,5,Bow,404
13300,Pixley Street,536873,181427,Burdett Road,Tower Hamlets,5,Bow Common,254
18212,Burdett Road / St Paul'S Church,536896,181681,St Paul'S Way,Tower Hamlets,5,Bow Common,254
15801,Watts Grove,537443,181977,Devons Road,Tower Hamlets,5,Bow Common,254
10813,Cleveland Gardens,524055,186859,Pennine Drive,Barnet,30,Brent Cross,439
18800,Spalding Road,523419,187949,Spalding Road,Barnet,30,Brent Cross,439
10104,Tilling Road,523069,187469,Tilling Road,Barnet,30,Brent Cross,439
18609,Pennine Drive,523751,186543,Claremont Road,Barnet,30,Brent Cross,439
12500,Ashley Road,535215,197158,Green Street,Enfield,32,Brimsdown,149
16507,Mayfield Road,535774,197046,Green Street,Enfield,32,Brimsdown,149
18003,Sherborne Avenue,535116,197495,Carterhatch Lane,Enfield,32,Brimsdown,149
12511,Gresham Road / Brixton Police Station,531170,175699,Gresham Road,Lambeth,9,Brixton,273
19613,Blenheim Gardens,530722,174463,Brixton Hill,Lambeth,9,Brixton,273
19910,Villa Road,531176,175961,Brixton Road,Lambeth,9,Brixton,273
15911,Western Road,531349,175685,Gresham Road,Lambeth,9,Brixton,273
11604,Brixton Station Road,531511,175521,Gresham Road,Lambeth,9,Brixton,273
17410,Kellett Road,531347,175163,Railton Road,Lambeth,9,Brixton,273
18113,St Matthew'S Church,531031,175105,Effra Road,Lambeth,9,Brixton,273
18002,Loughborough Park / Elveden House,531641,175048,Loughborough Park,Lambeth,9,Brixton,273
17301,Dalberg Road / Effra Parade,531348,174689,Dalberg Road,Lambeth,9,Brixton,273
11013,Northcote Road,532571,167119,Whitehorse Road,Croydon,20,Broad Green,226
16513,Croydon Crematorium,530892,167427,Thornton Road,Croydon,20,Broad Green,226
17101,Lombard Roundabout,530853,166996,Thornton Road,Croydon,20,Broad Green,226
14804,Therapia Lane / Croydon Cemetery,530331,167154,Mitcham Road,Croydon,20,Broad Green,226
17303,Priory Road,531168,166560,Mitcham Road,Croydon,20,Broad Green,226
17013,Canterbury Road,531537,167010,London Road,Croydon,20,Broad Green,226
12903,Bellwood Road,535852,175154,Ivydale Road,Southwark,8,Brockley,10
15802,Braxfield Road,536679,175241,Brockley Road,Lewisham,7,Brockley,10
17112,Brockley Station #,536505,175725,Brockley Road,Lewisham,7,Brockley,10
10607,Brockill Crescent,536003,175420,Frendsbury Road,Lewisham,7,Brockley,10
19506,Endwell Road,536360,175952,Endwell Road,Lewisham,7,Brockley,10
13607,Freelands Road,540939,169493,Widmore Road,Bromley,19,Bromley,428
13600,Widmore Road / Kentish Way,540580,169434,Widmore Road,Bromley,19,Bromley,428
16402,Bromley High Street / The Mall,540348,168907,Bromley High Street,Bromley,19,Bromley,428
17211,Highfield Drive,539661,168506,Cumberland Road,Bromley,19,Bromley,428
17105,Hayesford Park Drive,540153,167902,Cameron Road,Bromley,19,Bromley,428
14813,Mays Hill Road,539364,168954,Kingswood Road,Bromley,19,Bromley,428
15913,Tylney Road,541734,168820,Page Heath Villas,Bromley,19,Bromley,428
11104,The Avenue / Beaconsfield Road,541813,168618,The Avenue,Bromley,19,Bromley,428
19511,Great Elms Road,541163,168302,Homesdale Road,Bromley,19,Bromley,428
11012,Bow Church Station [Dlr],537423,182880,Bow Road,Tower Hamlets,5,Bromley-by-Bow,405
18808,St Leonard'S Street,537838,182907,Bromley High Street,Tower Hamlets,5,Bromley-by-Bow,405
18012,Rounton Road,537455,182580,Campbell Road,Tower Hamlets,5,Bromley-by-Bow,405
20101,Brondesbury Station #,524770,184468,Kilburn High Road,Brent,28,Brondesbury,298
14811,Brondesbury Park Station # / The Avenue,524156,184052,Brondesbury Park,Brent,28,Brondesbury,298
18010,Tottenham Town Hall,533739,189444,Tottenham High Road,Haringey,31,Bruce Grove Tottenham High Road,342
10801,Tottenham Police Station,533778,189713,Tottenham High Road,Haringey,31,Bruce Grove Tottenham High Road,342
17011,Mount Pleasant Road,533167,189567,Philip Lane,Haringey,31,Bruce Grove Tottenham High Road,342
16409,Scotland Green,533909,190480,Tottenham High Road,Haringey,31,Bruce Grove Tottenham High Road,342
18705,Ladysmith Road,534012,190201,Dowsett Road,Haringey,31,Bruce Grove Tottenham High Road,342
18812,Carlisle Road,520503,189991,Edgware Road,Barnet,30,Burnt Oak,205
11707,Oak Gardens,520059,190428,Stag Lane,Brent,28,Burnt Oak,205
17713,Gunter Grove,520576,190911,Watling Avenue,Barnet,30,Burnt Oak,205
19804,Cressingham Road,520840,191021,Montrose Avenue,Barnet,30,Burnt Oak,205
10704,Trinity Avenue / Bush Hill Park Stn #,534156,195322,Great Cambridge Road,Enfield,32,Bush Hill Park,91
16506,Vestry Road,533283,176714,Peckham Road,Southwark,8,Camberwell,278
10602,Valmar Road,532491,176452,Coldharbour Lane,Southwark,8,Camberwell,278
18111,Grove Lane / Champion Park,533025,176064,Grove Lane,Southwark,8,Camberwell,278
18204,The Blue Bridge,538299,180005,Preston'S Road,Tower Hamlets,5,Canary Wharf,437
11608,West India Avenue,537151,180351,West India Avenue,Tower Hamlets,5,Canary Wharf,437
18707,Admirals Way,537573,179816,Marsh Wall,Tower Hamlets,5,Canary Wharf,437
10806,Blake Road,539717,182144,Hermit Road,Newham,17,Canning Town,244
17200,Canning Town Bus Station,539487,181350,Canning Town Bus Station,Newham,17,Canning Town,244
19811,Chargeable Lane,540301,182218,Barking Road,Newham,17,Canning Town,244
18606,Star Primary School,539408,182056,Star Lane,Newham,17,Canning Town,244
10807,Canonbury Station >Lol<,532345,185098,Grosvenor Avenue,Islington,3,Canonbury,379
13307,Kingsley Avenue,526961,164558,Ringstead Road,Sutton,21,Carshalton,16
17712,Pound Street,527751,164378,Pound Street,Sutton,21,Carshalton,16
16401,Wrythe Green,527458,165174,Wrythe Lane,Sutton,21,Carshalton,16
17206,Crichton Road,527575,163213,Stanley Park Road,Sutton,21,Carshalton,16
14102,St John'S Road,527547,165412,Green Wrythe Lane,Sutton,21,Carshalton,16
19502,Lonsdale Road,522743,177731,Castelnau,Richmond upon Thames,24,Castelnau,187
18207,Hainault Road,548861,188189,Chadwell Heath High Road,Barking and Dagenham,16,Chadwell Heath,354
21010,Haywards Close,547078,188716,Chadwell Heath Lane,Redbridge,14,Chadwell Heath,354
14800,Weyman Road,541356,177053,Shooters Hill Road,Greenwich,6,Charlton,247
19805,Nadine Street,541255,178186,Charlton Church Lane,Greenwich,6,Charlton,247
18211,Elliscombe Road,541140,178132,Wellington Gardens,Greenwich,6,Charlton,247
19905,Cheam Road / Gander Green Lane,524958,163838,Cheam Road,Sutton,21,Cheam,145
18109,Cheam Station #,524311,163426,Station Way,Sutton,21,Cheam,145
10709,Sydney Street / Chelsea Old Town Hall,527210,178172,Sydney Street,Kensington and Chelsea,12,Chelsea,318
11701,Holmwood Road,517932,164361,Hook Road,Kingston upon Thames,23,Chessington,111
19408,Chessington North Station #,518410,164093,Bridge Road,Kingston upon Thames,23,Chessington,111
11103,Church Rise,518742,164109,Moor Lane,Kingston upon Thames,23,Chessington,111
16505,Mansfield Road,517879,164081,Hook Road,Kingston upon Thames,23,Chessington,111
16503,Gilders Road,519007,163918,Gilders Road,Kingston upon Thames,23,Chessington,111
10811,Buxton Road,538904,194487,Station Road,Waltham Forest,13,Chingford,15
13305,Chingford Green,538504,194403,The Green,Waltham Forest,13,Chingford,15
14110,Kings Road / Friday Hill,538996,193926,King'S Road,Waltham Forest,13,Chingford,15
19508,Victoria Park,525736,191330,Ballards Lane,Barnet,30,Church End,233
17111,Clapham North & High Street Stns <> #,529861,175559,Clapham High Street,Lambeth,9,Clapham,358
17208,Chatfield Road,526445,175537,York Road,Wandsworth,10,Clapham Junction,271
17309,Queenstown Road,528468,175765,Lavender Hill,Wandsworth,10,Clapham Junction,271
10605,Clapham Junction Station # / Grant Road,527160,175639,Grant Road,Wandsworth,10,Clapham Junction,271
18809,Fountayne Road,534269,186997,Cazenove Road,Hackney,4,Clapton,331
17402,Homerton Hospital,535712,185257,Homerton Grove,Hackney,4,Clapton Park,389
21002,Peace Close,528815,195731,Bramley Road,Enfield,32,Cockfosters,27
10107,Hillfoot Road,550094,190496,Collier Row Lane,Havering,15,Collier Row,142
10611,Heather Close,550914,190726,Pettits Lane North,Havering,15,Collier Row,142
18206,Campbell Close,551092,191540,Havering Road,Havering,15,Collier Row,142
13208,Gobions Farm,549281,190970,Collier Row Road,Havering,15,Collier Row,142
18104,Alexandra Park Road,528548,190237,Colney Hatch Lane,Haringey,31,Colney Hatch,240
10703,Rosebery Road,529020,190488,Alexandra Park Road,Haringey,31,Colney Hatch,240
15500,Everington Road,528084,190454,Coppetts Road,Barnet,30,Colney Hatch,240
12508,Southampton Street / Covent Garden,530418,180720,Strand,Westminster,1,Covent Garden,444
17004,Aldwych,530625,180948,Aldwych,Westminster,1,Covent Garden,444
11001,High Holborn,530439,181504,High Holborn,Camden,2,Covent Garden,444
19404,Aldwych / The Royal Courts Of Justice,530822,181068,Aldwych,Westminster,1,Covent Garden,444
13602,Ilford Broadway,543642,186422,Ilford High Road,Redbridge,14,Cranbrook,432
13209,Beal Road,543456,186808,Cranbrook Road,Redbridge,14,Cranbrook,432
13304,Craneswater,509758,176966,Bath Road,Hillingdon,26,Cranford,65
11711,Kings Gardens,557280,187682,Front Lane,Havering,15,Cranham,86
15104,Haling Park Road,532536,163876,Brighton Road,Croydon,20,Croydon,430
17007,St Paul'S United Reformed Church,533519,164086,Croham Road,Croydon,20,Croydon,430
17400,East Croydon Station #  >T<,532835,165681,George Street,Croydon,20,Croydon,430
19513,Crystal Terrace,532665,170800,Hermitage Road,Croydon,20,Crystal Palace,251
10812,Rockmount Primary School,532856,170482,Chevening Road,Croydon,20,Crystal Palace,251
19504,Heathway,548972,184912,Parsloes Avenue,Barking and Dagenham,16,Dagenham,184
17408,Connor Road,548948,186117,Heathway,Barking and Dagenham,16,Dagenham,184
10112,Wavelengths,537406,177333,Deptford Church Street,Lewisham,7,Deptford,284
18106,Meyrick Road,522031,184788,Willesden High Road,Brent,28,Dollis Hill,369
18600,Southall Police Station,513007,180368,Southall High Street,Ealing,27,Dormers Wells,202
11606,Southall Broadway,512792,180313,South Road,Ealing,27,Dormers Wells,202
18708,Grove Park Station #,540600,172069,Baring Road,Lewisham,7,Downham,180
17005,Scarlet Road,539132,172285,Waters Road,Lewisham,7,Downham,180
16405,Stafford Court,515936,181325,Framfield Road,Ealing,27,Drayton Green,357
10108,The Knoll,517147,181643,Castlebar Hill,Ealing,27,Ealing,429
12510,Chandos Avenue,517716,178991,South Ealing Road,Ealing,27,Ealing,429
18601,Midholm,525660,189067,Falloden Way,Barnet,30,East Finchley,236
18108,East Ham Station <>,542342,184300,High Street North,Newham,17,East Ham,346
11106,Mortlake Cemetery,519977,176010,Clifford Avenue,Richmond upon Thames,24,East Sheen,157
19609,Holy Trinity School,508247,191777,Rickmansworth Road,Hillingdon,26,Eastbury,46
10111,Potter Street Hill,510648,191013,Hillside Road,Hillingdon,26,Eastbury,46
18713,The Glen,508829,191518,Green Lane,Hillingdon,26,Eastbury,46
14812,Gibbs Green,520691,192572,Selvage Lane,Barnet,30,Edgwarebury,204
18008,Centre Common Road / War Memorial,544228,170310,Centre Common Road,Bromley,19,Elmstead,120
19909,Mainridge Road,543608,171719,Green Lane,Greenwich,6,Elmstead,120
18613,Erith Town Centre / Riverside,551454,178010,Bexley Road,Bexley,18,Erith,181
12502,Westmoreland Avenue,553295,189309,Squirrels Heath Lane,Havering,15,Gidea Park,420
11006,Regarder Road,546559,192252,New North Road,Redbridge,14,Grange Hill,132
15813,Sunnycroft Road,513515,182027,Allenby Road,Ealing,27,Greenford,210
19407,Clapton Pond,534935,185867,Lower Clapton Road,Hackney,4,Hackney,390
19512,Powerscroft Road / Lower Clapton Road,535164,185559,Powerscroft Road,Hackney,4,Hackney,390
11610,Fairford Way,555522,191793,Petersfield Avenue,Havering,15,Harold Hill,165
